object_id,category,reference_count,placement_count,nif_converted,nif_path,nif_size_bytes,mesh_files_count,mesh_total_size_bytes,primary_texture,all_textures,texture_count,mat_files_count,primary_mat,primary_tex_upscaled,primary_tex_original,conversion_status
bc mushroom 256,other,8,0,False,,0,0,0,,,0,0,,False,False,not_converted
bk_BriefHistoryEmpire1,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bk_BriefHistoryEmpire2,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bk_BriefHistoryEmpire3,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bk_BriefHistoryEmpire4,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bk_LivesOfTheSaints,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bk_Warehouse_log,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
bk_arrilles_tradehouse,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bk_firmament,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
blue coast ref 1024,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bookskill_mercantile4,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bookskill_restoration2,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
bookskill_unarmored1,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen barrel fatigue,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen boat,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen boat guard 1,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen captain,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen class,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen customs door,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen dagger,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen dock guard,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen door captain,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen door exit,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen door guard,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen door hall,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen statssheet,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen stuff room,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargen_plank,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chargendoorjournal,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chest_small_01_gold_10,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chest_small_01_ingred10,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chest_small_02_lockprac,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
chest_small_02_rndgold,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
chest_small_02_silverwa,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
com_basket_01_chpfood,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
com_basket_01_chpfood5,meshes,7,7,False,,0,0,0,,,0,0,,False,False,not_converted
com_basket_01_ingredien,meshes,7,7,False,,0,0,0,,,0,0,,False,False,not_converted
com_basket_arille's,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_chest_01_misc01,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_chest_01_misc06,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_chest_02_empty,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_chest_02_k02,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_chest_02_misc09,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_cupboard_01_booze,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_cupboard_01_glasses,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
com_cupboard_01_pos,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_cupboard_tankard,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_cupboard_wood_bowls,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_01_chpfood5,meshes,6,6,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_01_ingred,meshes,9,9,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_01_saltrice_10,meshes,11,11,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_01_saltrice_5,meshes,4,4,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_02,meshes,1,1,True,meshes\com_sack_02.nif,909,2,4866,,,0,0,,False,False,partial
com_sack_02_chpfood3,meshes,7,7,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_02_msugar2,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_02_saltrice_10,meshes,3,3,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_03_chpfood5,meshes,10,10,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_03_ingredients,meshes,7,7,False,,0,0,0,,,0,0,,False,False,not_converted
com_sack_03_pos,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
common_pants_02,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
common_robe_02,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
common_shirt_02,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
common_shoes_02,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_Armor_Steel,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_DE_WeaponsMult,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_armor_fur,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_arrille,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_de_weapons,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_eggs,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_empty,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_food,other,4,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_gavin,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_iron_weapons,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_iron_weapons2,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_01_random_pos,other,4,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_02_bottle05_16,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_02_empty,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_02_imp_armor,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_02_imp_weapons,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_02_moonsugar,other,4,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate_02_pillows,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
crate__02_skooma2,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
dark_128,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
dark_128_d_01,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
dark_256,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
dark_64_01,other,16,0,False,,0,0,0,,,0,0,,False,False,not_converted
darvame hleran,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
draren thiralas,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
eldafire,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
elone,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
erene llenim,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
ex_com_dframe_lthus,meshes,2,2,True,meshes\ex_com_dframe_lthus.nif,678,0,0,tx_wood_grey_planks_01,tx_wood_grey_planks_01,1,1,Materials\morrowind\tx_wood_grey_planks_01.mat,True,True,complete
ex_common_balcony_01,meshes,1,1,True,meshes\ex_common_balcony_01.nif,1784,5,28170,tx_rope_brown_02,tx_rope_brown_02; tx_stucco_imp_02; tx_thatch_01; tx_wood_brown_posts_02; tx_wood_brown_rings_01,5,5,Materials\morrowind\tx_rope_brown_02.mat,True,True,complete
ex_common_chimney_tall,meshes,2,2,True,meshes\ex_common_chimney_tall.nif,1258,3,7432,tx_contain_box_metal_block,tx_contain_box_metal_block; tx_stone_plain_01; tx_wall_stone_01,3,3,Materials\morrowind\tx_contain_box_metal_block.mat,True,True,complete
ex_common_door_01,meshes,1,1,True,meshes\ex_common_door_01.nif,1468,4,4020,tx_common_door_02,tx_common_door_02; tx_keyhole_01; tx_metal_strip_01; tx_wood_baseboard_01,4,4,Materials\morrowind\tx_common_door_02.mat,True,True,complete
ex_common_door_balcony,meshes,1,1,True,meshes\ex_common_door_balcony.nif,1245,3,5798,tx_keyhole_01,tx_keyhole_01; tx_metal_strip_01; tx_wood_brown_posts_02,3,3,Materials\morrowind\tx_keyhole_01.mat,True,True,complete
ex_common_house_addon,meshes,2,2,True,meshes\ex_common_house_addon.nif,1967,0,0,tx_rope_brown_02,tx_rope_brown_02; tx_thatch_01; tx_wall_brick_imp_01; tx_wall_stone_01; tx_wall_stuccostone_01; tx_wood_brown_posts_02,6,6,Materials\morrowind\tx_rope_brown_02.mat,True,True,complete
ex_common_house_tall_01,meshes,1,1,True,meshes\ex_common_house_tall_01.nif,2630,3,15590,tx_stucco_imp_02,tx_stucco_imp_02; tx_thatch_01; tx_wall_brick_imp_01; tx_wall_stone_01; tx_wall_stuccostone_01; tx_wood_brown_posts_02; tx_wood_brown_rings_01,7,7,Materials\morrowind\tx_stucco_imp_02.mat,True,True,complete
ex_common_house_tall_02,meshes,2,2,True,meshes\ex_common_house_tall_02.nif,2980,9,36448,tx_stucco_imp_02,tx_stucco_imp_02; tx_thatch_01; tx_wall_brick_imp_01; tx_wall_stone_01; tx_wall_stuccostone_01; tx_wall_stuccostone_el_01; tx_wall_stuccostone_er_01; tx_wood_brown_posts_02; tx_wood_grey_planks_01,9,9,Materials\morrowind\tx_stucco_imp_02.mat,True,True,complete
ex_common_lighthouse,meshes,1,1,True,meshes\ex_common_lighthouse.nif,1785,5,86104,tx_stone_bluegrey,tx_stone_bluegrey; tx_strong_brick00; tx_wall_brick_imp_01; tx_wall_stone_01; tx_wood_grey_planks_01,5,5,Materials\morrowind\tx_stone_bluegrey.mat,True,True,complete
ex_common_plat_cent,meshes,8,8,True,meshes\ex_common_plat_cent.nif,1770,5,5884,tx_wood_dock_rings,tx_wood_dock_rings; tx_wood_docks_01; tx_wood_siding; tx_wood_weathered_rings; tx_wood_wethered,5,5,Materials\morrowind\tx_wood_dock_rings.mat,True,True,complete
ex_common_plat_corn,meshes,1,1,True,meshes\ex_common_plat_corn.nif,1770,5,6780,tx_wood_dock_rings,tx_wood_dock_rings; tx_wood_docks_01; tx_wood_siding; tx_wood_weathered_rings; tx_wood_wethered,5,5,Materials\morrowind\tx_wood_dock_rings.mat,True,True,complete
ex_common_plat_end,meshes,13,13,True,meshes\ex_common_plat_end.nif,1754,5,6140,tx_wood_dock_rings,tx_wood_dock_rings; tx_wood_docks_01; tx_wood_siding; tx_wood_weathered_rings; tx_wood_wethered,5,5,Materials\morrowind\tx_wood_dock_rings.mat,True,True,complete
ex_common_skywalk_01,meshes,1,1,True,meshes\ex_common_skywalk_01.nif,1506,4,10632,tx_stucco_imp_02,tx_stucco_imp_02; tx_thatch_01; tx_wood_brown_posts_02; tx_wood_grey_planks_01,4,4,Materials\morrowind\tx_stucco_imp_02.mat,True,True,complete
ex_common_tower_thatch,meshes,1,1,True,meshes\ex_common_tower_thatch.nif,2100,6,25396,tx_stucco_imp_02,tx_stucco_imp_02; tx_thatch_01; tx_wall_brick_imp_01; tx_wall_stone_01; tx_wall_stuccostone_01; tx_wood_brown_posts_02,6,6,Materials\morrowind\tx_stucco_imp_02.mat,True,True,complete
ex_common_window_01,meshes,1,1,True,meshes\ex_common_window_01.nif,1219,3,5036,tx_metal_strip_01,tx_metal_strip_01; tx_rooftop_01; tx_window_diamond_01; tx_wood_brown_posts_02,4,4,Materials\morrowind\tx_metal_strip_01.mat,True,True,complete
ex_de_docks_center,meshes,3,3,True,meshes\ex_de_docks_center.nif,2293,7,11432,tx_rope_heavy,tx_rope_heavy; tx_wood_barnacle_01; tx_wood_barnacle_02; tx_wood_dock_rings; tx_wood_docks_01; tx_wood_weathered_rings; tx_wood_wethered,7,7,Materials\morrowind\tx_rope_heavy.mat,True,True,complete
ex_de_docks_end,meshes,2,2,True,meshes\ex_de_docks_end.nif,2227,7,10154,tx_rope_heavy,tx_rope_heavy; tx_wood_barnacle_01; tx_wood_barnacle_02; tx_wood_dock_rings; tx_wood_docks_01; tx_wood_weathered_rings; tx_wood_wethered,7,7,Materials\morrowind\tx_rope_heavy.mat,True,True,complete
ex_de_docks_steps_01,meshes,3,3,True,meshes\ex_de_docks_steps_01.nif,952,2,5288,tx_wood_dock_rings,tx_wood_dock_rings; tx_wood_docks_01,2,2,Materials\morrowind\tx_wood_dock_rings.mat,True,True,complete
ex_de_oar,meshes,2,2,True,meshes\ex_de_oar.nif,628,1,1400,tx_wood_docks_01,tx_wood_docks_01,1,1,Materials\morrowind\tx_wood_docks_01.mat,True,True,complete
ex_de_railing_01,meshes,4,4,True,meshes\ex_de_railing_01.nif,1185,3,3686,tx_rope_heavy,tx_rope_heavy; tx_wood_weathered_rings; tx_wood_wethered,3,3,Materials\morrowind\tx_rope_heavy.mat,True,True,complete
ex_de_railing_02,meshes,4,4,True,meshes\ex_de_railing_02.nif,1185,3,3686,tx_rope_heavy,tx_rope_heavy; tx_wood_weathered_rings; tx_wood_wethered,3,3,Materials\morrowind\tx_rope_heavy.mat,True,True,complete
ex_de_railing_03,meshes,8,8,True,meshes\ex_de_railing_03.nif,1185,3,2922,tx_rope_heavy,tx_rope_heavy; tx_wood_weathered_rings; tx_wood_wethered,3,3,Materials\morrowind\tx_rope_heavy.mat,True,True,complete
ex_de_shack_02,meshes,2,2,True,meshes\ex_de_shack_02.nif,7651,7,29488,tx_shack_foundation,tx_shack_foundation; tx_shack_screen; tx_shack_thatch; tx_shack_thatch_strip; tx_wood_siding; tx_wood_siding_01; tx_wood_weathered_rings; tx_wood_wethered,8,8,Materials\morrowind\tx_shack_foundation.mat,True,True,complete
ex_de_shack_03,meshes,2,2,True,meshes\ex_de_shack_03.nif,7023,7,22514,tx_shack_foundation,tx_shack_foundation; tx_shack_screen; tx_shack_thatch; tx_shack_thatch_strip; tx_wood_siding; tx_wood_siding_01; tx_wood_weathered_rings; tx_wood_wethered,8,8,Materials\morrowind\tx_shack_foundation.mat,True,True,complete
ex_de_shack_plank_01,meshes,3,3,True,meshes\ex_de_shack_plank_01.nif,952,2,660,tx_wood_dock_rings,tx_wood_dock_rings; tx_wood_docks_01,2,2,Materials\morrowind\tx_wood_dock_rings.mat,True,True,complete
ex_de_shack_plank_02,meshes,1,1,True,meshes\ex_de_shack_plank_02.nif,952,2,682,tx_wood_dock_rings,tx_wood_dock_rings; tx_wood_docks_01,2,2,Materials\morrowind\tx_wood_dock_rings.mat,True,True,complete
